country,year,cctyear,region,ifgt0,ifgt1,ieduchildout,ieducompleteprimary,igenpop,igenpopgrowth,igenpopdensity,igovedugdp,igovgini,igovconsumexp,igovgdpppp,igovgdppppcapita,ilabforce,ilabprimaryedu,imedmortinfant,imeddptimmuinfant,imedmeaimmuinfant,imedcalpday,imedundernourishment,imedlowweightnewborn,imedprenatalcare,imedlifeexpbirth,imeddrpk,imedskilledbirth,imedh2o,cctparticipants,cctsizelocal,eventualcct,yearfromcct,continent,countryyear,mocctparticipants,mocctsizelocal,fgt0ppp2,fgt1ppp2,fgt0ppp125,fgt1ppp125,fgt0rural,fgt1rural,fgt0urb,fgt1urb,igenpop_one,igovgdpppp_ones,govedugdp,govgini,educhildout,educompleteprimary,edupersist5th,edupersistprimary,eduprogresssecondary,edulit,edulityouth,eduenrollprimary,eduenrollprimarypcnet,eduenrollsecondarypcnet,eduenrollpreprimarypcgross,eduenrolltertiarypcgross,edudurationprimary,edudurationsecondary,eduintake1stgross,edurepeatprimary,edurepeatsecondary,edustartprimary,edustartsecondary,eduteacherratioprimary,eduteacherratiosecondary,eduteachersecondary,eduteachersprimary,eduteachtrainprimary,genpop,genpopgrowth,geninch10pc,geninch20pc,genincl10pc,genincl20pc,genpopadult,genpopdensity,genpoplcity,genpoplcitypcurb,genpopold,genpopruralgrowth,genpoprural,genpopruralpc,genpopurbgrowth,genpopurb,genpopurbagglomerate1mil,genpopurbagglomerate1milpc,genpopurbpc,genpopyouth,govconsumexp,govgdpppp,govgdppppcapita,goveduexp,govgnippp,govppplcux,govpppmktx,govpppprivlcux,govstuexpprimary,govstuexpsecondary,govstuexptertiary,labforce,labparticipation,labprimaryedu,labsecondaryedu,labtertiaryedu,labunemp,labunemplt,labunempprimaryedu,labunempsecondaryedu,labunemptertiaryedu,labunempyouth,medmortinfant,meddptimmuinfant,medmeaimmuinfant,meddrpk,medlifeexpbirth,medlowweightnewborn,medprenatalcare,medskilledbirth,medcalpday,medaritreatu5,medcontraprev,meddiatreatu5,medfertility,medfertilityteen,medh2o,medhiv,medhivkid,medmalfeveranddrugsu5,mednursepk,medtechpk,medteenmom,medtetnewborn,medtub,medtubtreat,medheight4ageu5,medmortneonatal,medmortu5,medtubdetect,medundernourishment,medweight4ageu5,program,ttype,ccountry,cyear
Colombia,2007,,Latin America,,,255372.0000,111.272,44.4,1.489625,39.97506,4.059650,,2.27E+11,3.81E+05,8593.6807,1.81E+07,,18.2,93,95,210,9.142858,,,72.75378,1.42,,92,,,0,,South America,Colombia2007,,,,,,,,,,,4.44E+07,3.81E+11,4.05965,,255372,111.272,84.72122,,97.12042,92.65179,97.96863,94.00381,90.44901,70.29624,40.19242,33.08451,5,6,124.006,3.71155,2.65518,6,11,29.51974,25.2348,185618,179286,100,4.44E+07,1.489625,,,,,64.8146,39.97506,7793884,23.68283,5.252654,0.3335431,1.14E+07,25.8,1.894758,3.29E+07,16147404,36.40712,74.2,29.93275,2.27E+11,3.81E+11,8593.681,12.5836,3.66E+11,1130.978,0.5441712,1235.604,12.46312,9.97775,,1.81E+07,58.2,,,,10.3,,76.6,,20.6,21.05451,18.2,93,95,1.42,72.75378,,,,210,,,,2.454,74.299,,0.6,,,,,,78,37,77,,13,21.2,67,,,Fam’lias en acci—n,3,COL,YR2007
Colombia,2008,,Latin America,,,277780.0000,110.8797,45,1.462579,40.56402,3.935330,,2.40E+11,4.03E+05,8960.29,1.86E+07,,17.6,92,92,,9,,,72.98434,1.43,,92,,,0,,South America,Colombia2008,,,,,,,57.1,,37.2,,4.50E+07,4.03E+11,3.93533,,277780,110.8797,,,98.00634,93.37817,97.98927,93.53657,90.16698,71.18215,49.30002,35.49826,5,6,125.3488,3.47258,2.78873,6,11,29.3957,25.64025,186121,179806,100,4.50E+07,1.462579,,,,,65.11709,40.56402,8024681,23.93333,5.357001,0.2929754,1.15E+07,25.5,1.866077,3.35E+07,16574802,36.82816,74.5,29.52591,2.40E+11,4.03E+11,8960.29,14.93092,3.86E+11,1192.856,0.6066625,1273.181,12.50146,14.9313,26.25864,1.86E+07,58.5,,,,11.4,,,,,22.95684,17.6,92,92,1.43,72.98434,,,,,,,,2.43,73.0688,92,0.5,,,,,,78,36,76,,13,20.5,70,9,,Fam’lias en acci—n,3,COL,YR2008
Colombia,2009,,Latin America,,,301497.0000,115.0973,45.7,1.430122,41.1483,4.747230,,2.41E+11,4.17E+05,9124.6973,1.90E+07,,17.1,92,95,,,,,73.20998,,,,,,0,,South America,Colombia2009,,,,,,,54.3,,35.8,,4.57E+07,4.17E+11,4.74723,,301497,115.0973,84.53239,,96.62128,93.24469,97.93743,93.05273,89.72671,73.6426,51.45804,37.09258,5,6,116.3708,1.97816,2.21943,6,11,29.30908,26.65632,187275,180806,100,4.57E+07,1.430122,,,,,65.39474,41.1483,8261649,24.19279,5.477806,0.2466762,1.15E+07,25.2,1.831998,3.41E+07,17012619,37.26421,74.8,29.12745,2.41E+11,4.17E+11,9124.697,,4.00E+11,1220.733,0.5661264,1331.426,15.70982,15.20334,27.04378,1.90E+07,58.6,,,,12,,,,,,17.1,92,95,,73.20998,,,,,,,,2.403,71.8386,,0.5,,,,,,,35,77,,12,19.7,70,,,Fam’lias en acci—n,3,COL,YR2009
Colombia,2010,,Latin America,,,374168.0000,113.8617,46.3,1.393834,41.72586,,,2.58E+11,4.38E+05,9462.0205,,,16.5,88,88,,,,,,,,,,,0,,South America,Colombia2010,,,,,,,50.3,,33,,4.63E+07,4.38E+11,,,374168,113.8617,,,,,,,88.07205,74.39409,48.75452,39.13494,5,6,109.6827,1.9439,2.20741,6,11,28.13107,27.14634,187124,180760,100,4.63E+07,1.393834,,,,,65.64188,41.72586,8499820,24.44765,5.618434,0.1962148,1.15E+07,24.9,1.794101,3.48E+07,17453175,37.70004,75.1,28.73968,2.58E+11,4.38E+11,9462.021,,4.20E+11,1248.625,0.6579015,1339.785,,,,,,,,,,,,,,,16.5,88,88,,,,,,,,,,,,,,,,,,19.5,,34,,,12,19.1,72,,,Fam’lias en acci—n,3,COL,YR2010
Colombia,2011,,Latin America,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,South America,Colombia2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fam’lias en acci—n,3,COL,YR2011
Costa Rica,1980,,Latin America,,,37824.0000,82.243759,2.343345,2.768382,45.89395,7.412247,,2.97E+09,8.07E+03,3443.7041,817579.9,,21.4,86,60,,,,,72.55083,,,,,,0,,Central America,Costa Rica1980,,,,,,,,,,,2343345,8.07E+09,7.412247,,37824,82.24376,,,,,,88.7044,88.7044,,39.34583,20.16848,6,5,113.8867,7.87526,9.71488,6,12,27.68133,18.97862,7157,12596,,2343345,2.768382,,,,,57.65498,45.89395,526020,52.08213,4.8709,2.137686,1333363,56.9,3.607156,1009982,526020,22.4474,43.1,37.47412,2.97E+09,8.07E+09,3443.704,22.21298,7.71E+09,5.130929,0.5987082,9.141302,,,,817579.9,55.8,,,,5.9,6.7,,,,8.009756,21.4,86,60,,72.55083,,,,,,,,3.618,,,,,,,,,,,,,,25.9,,,,,0,CRI,YR1980
Costa Rica,1981,,Latin America,35.700001,16.440000,37370.0000,85.364616,2.409385,2.779213,47.18733,6.605253,47.49,3.02E+09,7.63E+03,3165.9089,849282.9,,20.2,85,79,,,,,73.07368,,,,,,0,,Central America,Costa Rica1981,,,35.7,16.44,21.39,9.11,,,,,2409385,7.63E+09,,47.49,37370,85.36462,,,,,,88.92091,88.32085,,41.76584,20.80003,6,,,7.41102,8.20574,6,,,,6955,10556,,2409385,2.779213,33.73,51.4,1.07,3.35,58.14251,47.18733,545173,51.89693,4.914652,1.896595,1358893,56.4,3.932629,1050492,545173,22.62706,43.6,36.94284,3.02E+09,7.63E+09,3165.909,,6.80E+09,7.486038,0.3439753,11.35725,,,,849282.9,55.9,,,,8.7,10.8,,,,12.44721,20.2,85,79,,73.07368,,,,,,65.2,,3.577,,,,,,,,,,,,,,24.3,,,,,0,CRI,YR1981
Costa Rica,1982,,Latin America,32.752000,14.952000,44565.0000,86.08429,2.477549,2.789824,48.52231,5.798258,44.876,2.77E+09,7.50E+03,3028.416,879398.9,,19.4,81,87,,,,,73.54405,,,,,,0,,Central America,Costa Rica1982,,,,,,,,,,,2477549,7.50E+09,,,44565,86.08429,,,,,,86.96659,86.18397,,46.04778,20.33095,6,,,7.19566,9.2461,6,,,,,10824,,2477549,2.789824,,,,,58.52932,48.52231,565050,51.71613,4.967482,1.899346,1384950,55.9,3.930087,1092599,565050,22.80681,44.1,36.5032,2.77E+09,7.50E+09,3028.416,,6.34E+09,12.9954,0.3474083,20.33967,,,,879398.9,55.9,,,,9.4,15,,,,13.63113,19.4,81,87,,73.54405,,,,,,,,3.544,,,,,,,,,,,,11,,23.3,,,5.5,,0,CRI,YR1982
Costa Rica,1983,,Latin America,29.804000,13.464000,47076.3300,79.904732,2.547555,2.786431,49.89336,4.991264,42.262,4.54E+09,8.02E+03,3149.3503,894469.6,,18.8,86,84,,,9.4,,73.95839,,,,,,0,,Central America,Costa Rica1983,,,,,,,,,,,2547555,8.02E+09,,,,79.90473,,,,,,,,,49.36322,19.96679,6,,,11.58261,14.42954,6,,,,,10767,,2547555,2.786431,,,,,58.81888,49.89336,585653,51.54445,5.019124,1.887952,1411346,55.4,3.913839,1136210,585653,22.98883,44.6,36.16199,4.54E+09,8.02E+09,3149.35,,7.35E+09,20.36723,0.495623,26.13501,,,,894469.6,55,,,,9,16,,,,13.14338,18.8,86,84,,73.95839,9.4,,,,,,,3.517,,,,,,,,,,,,,,22.5,,,,,0,CRI,YR1983
Costa Rica,1984,,Latin America,26.856000,11.976000,49587.6700,73.300957,2.619058,2.768064,51.29373,4.184270,39.648,5.27E+09,8.84E+03,3375.5369,901178.4,,18.3,93,76,,,8,,74.31771,0.9896,,,,,0,,Central America,Costa Rica1984,,,,,,,,,,,2619058,8.84E+09,,,,73.30096,,,,92.62904,97.14819,,,,44.44444,20.21439,6,,,10.96111,13.32477,6,,,,6910,10379,,2619058,2.768064,,,,,59.01836,51.29373,606920,51.38186,5.057042,1.861439,1437863,54.9,3.882902,1181195,606920,23.17322,45.1,35.92459,5.27E+09,8.84E+09,3375.537,,8.26E+09,23.14054,0.5196302,28.04743,,,,901178.4,53.7,,,,5.4,11.9,,,,7.871506,18.3,93,76,0.9896,74.31771,,,,,,,,3.491,,,,,,,,,,,,,,21.8,,,,,0,CRI,YR1984
Costa Rica,1985,,Latin America,23.907999,10.488000,52099.0000,77.317078,2.691778,2.738723,52.71794,3.377276,37.034,5.78E+09,9.21E+03,3419.8953,952394.7,,17.7,90,78,,,6.6,,74.624,0.9823334,,,,,0,,Central America,Costa Rica1985,,,,,,,,,,,2691778,9.21E+09,3.377276,,52099,77.31708,,,,,,85.76861,85.39875,33.71758,53.14972,21.30899,6,5,101.716,10.5697,12.83003,6,12,31.48334,17.01663,6613,11526,,2691778,2.738723,,,,,59.13913,52.71794,626923,51.07521,5.074341,1.823804,1464327,54.4,3.84127,1227451,626923,23.29029,45.6,35.78653,5.78E+09,9.21E+09,3419.895,22.71861,8.66E+09,26.3133,0.5210555,31.15944,,,,952394.7,55.1,,,,6.9,14.3,,,,10.03344,17.7,90,78,,74.624,6.6,,,,,,,3.463,,,,,,,,,,,,,,21,,,,,0,CRI,YR1985
Costa Rica,1986,,Latin America,20.959999,9.000000,47840.0000,79.140038,2.765657,2.707628,54.16484,3.491938,34.42,6.33E+09,9.96E+03,3599.8247,972039.1,,17.1,89,90,,,6.4,,74.88578,0.9750667,,,,,0,,Central America,Costa Rica1986,,,20.96,9,11.18,4.86,,,,,2765657,9.96E+09,,34.42,47840,79.14004,,,,,,87.29656,87.05041,,54.77174,22.33102,6,,,9.7349,10.81736,6,,,,6469,11785,,2765657,2.707628,23.09,39.44,1.68,5.39,59.18528,54.16484,647614,50.22797,5.068412,0.8148268,1476308,53.38,4.919819,1289349,647614,23.41628,46.62,35.74631,6.33E+09,9.96E+09,3599.825,,9.46E+09,30.70211,0.5502171,34.2118,,,,972039.1,54.7,,,,6.3,19.1,,,,9.551612,17.1,89,90,,74.88578,,,,,,69.5,,3.427,,,,,,,,,,,,,,20.2,,,,,0,CRI,YR1986
Costa Rica,1987,,Latin America,20.384999,8.532500,47693.0000,76.403198,2.84066,2.67582,55.63376,3.606601,37.23,6.88E+09,1.10E+04,3855.4939,1065362,48.4,16.4,94,93,,,6.2,,75.11705,0.9678,,,,,0,,Central America,Costa Rica1987,,,,,,,28.3,,20.8,,2840660,1.10E+10,,,47693,76.4032,,,,,,87.7141,87.53455,,53.65679,24.27614,6,,,10.27091,9.86647,6,,,,6472,12490,,2840660,2.67582,,,,,59.17368,55.63376,668987,49.4341,5.045553,0.7464997,1487370,52.36,4.840131,1353290,668987,23.55041,47.64,35.78077,6.88E+09,1.10E+10,3855.494,,1.04E+10,33.47726,0.5333322,38.53384,,,,1065362,58.4,48.4,13.8,,5.6,13,72.5,18.3,5,9.82809,16.4,94,93,0.9678,75.11705,,,,,,,,3.38,,,,,,,,,,,,,,19.4,,,,,0,CRI,YR1987
Costa Rica,1988,,Latin America,19.809999,8.065001,49089.0000,76.339394,2.916566,2.637048,57.12037,3.721263,40.04,7.38E+09,1.18E+04,4034.3381,1098442,48.6,15.7,87,97,,,6,,75.33234,0.8806,,,,,0,,Central America,Costa Rica1988,,,,,,,26.2,,17.8,,2916566,1.18E+10,,,,76.33939,,,,,,,,,55.40373,24.36692,6,,,10.68231,9.61096,6,,,,6701,12829,,2916566,2.637048,,,,,59.14248,57.12037,691098,48.69627,5.017923,0.6697712,1497365,51.34,4.755507,1419201,691098,23.69561,48.66,35.83959,7.38E+09,1.18E+10,4034.338,,1.11E+10,39.05798,0.5153447,44.76438,,,,1098442,58.7,48.6,14.3,,5.4,14.2,73.6,18.2,5.3,9.355577,15.7,87,97,0.8806,75.33234,6,,,,,,,3.323,,,,,,,,,,,,,,18.6,,,,,0,CRI,YR1988
Costa Rica,1989,,Latin America,19.235000,7.597500,50485.0000,75.306702,2.993136,2.591477,58.61998,3.835926,42.85,8.11E+09,1.28E+04,4285.7505,1123039,48.4,15.1,86,77,,,7.5,,75.53966,1.0703,,,,,0,,Central America,Costa Rica1989,,,,,,,28.8,,19.6,,2993136,1.28E+10,,,50485,75.3067,,,,,,87.79836,87.64127,,57.47682,25.93837,6,,,11.008,12.6431,6,,,,6661,13073,,2993136,2.591477,,,,,59.13668,58.61998,713875,48.00806,5.00087,0.5847207,1506146,50.32,4.665987,1486990,713875,23.8504,49.68,35.86245,8.11E+09,1.28E+10,4285.75,,1.21E+10,43.41605,0.5352737,49.75336,,,,1123039,58.5,48.4,13.4,,3.7,8.5,74.7,14.7,5.7,7.094595,15.1,86,77,,75.53966,7.5,,,,,,,3.254,,,,,,,,,,,,,,17.9,,,2.4,,0,CRI,YR1989
Costa Rica,1990,,Latin America,18.660000,7.130000,53610.0000,74.366898,3.07024,2.543407,60.13004,3.950588,45.66,8.79E+09,1.38E+04,4505.9194,1162793,48.8,14.5,95,90,,,6.9,95,75.747,1.26,,93,,,0,,Central America,Costa Rica1990,,,18.66,7.13,9.39,3.01,27.4,,18.4,,3070240,1.38E+10,,45.66,53610,74.3669,75.93387,,62.39248,,,87.45023,87.28566,36.94765,60.06259,26.03831,6,5,100.4613,11.291,11.57307,6,12,31.88082,18.95094,6889,13651,,3070240,2.543407,33.61,50.24,1.36,4.02,59.18782,60.13004,737436,47.37444,5.003778,0.4955536,1513628,49.3,4.575754,1556612,737436,24.01884,50.7,35.80841,8.79E+09,1.38E+10,4505.919,,1.34E+10,48.988,0.535154,56.19509,,,,1162793,59,48.8,17.5,9,4.6,10.4,69.9,17.6,8.7,8.352515,14.5,95,90,1.26,75.747,,95,,,,,,3.175,,93,0.1,,,,,,,8.5,,,10,17.2,88,,2.5,,0,CRI,YR1990
Costa Rica,1991,,Latin America,18.375000,6.850000,55100.0000,78.92543,3.147451,2.483718,61.6422,4.065251,46.305,9.13E+09,1.47E+04,4661.6416,1186549,50.1,14.1,90,96,,,6.3,95,75.95686,1.1342,,93.2,,,0,,Central America,Costa Rica1991,,,,,,,28.1,,19.3,,3147451,1.47E+10,,,55100,78.92543,71.45626,,57.86191,,,87.50065,87.46368,37.82012,65.46241,27.93125,6,5,108.5262,10.5282,12.18803,6,12,32.19896,19.21686,7249,14078,,3147451,2.483718,,,,,59.30262,61.6422,761774,46.79599,5.029657,0.39305,1519589,48.28,4.475583,1627862,761774,24.20289,51.72,35.66772,9.13E+09,1.47E+10,4661.642,,1.43E+10,59.76645,0.4881683,69.38969,,,,1186549,58.6,50.1,17.5,8.2,5.6,8,73.4,15.9,5.8,10.81911,14.1,90,96,,75.95686,6.3,,,,,,,3.09,,,0.1,,,,,,,8,,,10,16.7,80,,2.2,,0,CRI,YR1991
Costa Rica,1992,,Latin America,18.090000,6.570000,49218.0000,81.118896,3.224849,2.429321,63.15803,4.179913,46.95,1.01E+10,1.64E+04,5070.7583,1203218,50.7,13.7,90,92,140,5,6.225,95,76.16922,1.0084,98,93.4,,,0,,Central America,Costa Rica1992,,,18.09,6.57,8.67,2.5,26.3,,20.6,,3224849,1.64E+10,,46.95,49218,81.1189,71.57042,,62.90938,,,89.16977,88.99461,40.40891,64.69786,30.31876,6,,110.1051,9.55442,9.63085,6,,,,7641,14584,,3224849,2.429321,35.32,51.6,1.41,4.03,59.47797,63.15803,786951,46.26986,5.073666,0.2940084,1524064,47.26,4.382284,1700785,786951,24.40272,52.74,35.44837,1.01E+10,1.64E+10,5070.758,,1.59E+10,70.52191,0.5243019,82.02413,,,,1203218,57.8,50.7,17.5,9.6,4.1,13,72,18.4,5.7,7.5896,13.7,90,92,,76.16922,,95,98,140,,,,3.002,,,0.1,,,,,,,8.7,,,9,16.2,42,5,2,,0,CRI,YR1992
Costa Rica,1993,,Latin America,17.190001,6.340000,50214.0000,83.301071,3.303412,2.406975,64.69667,4.294576,46.28,1.14E+10,1.80E+04,5433.7256,1253186,50.1,13.5,88,89,142,5,6.15,90.93333,76.38158,0.8826,98,93.6,,,0,,Central America,Costa Rica1993,,,17.19,6.34,7.9,2.64,24.4,,18.8,,3303412,1.80E+10,,46.28,50214,83.30107,75.54567,,62.93712,,,89.25897,89.18603,41.28708,64.72479,,6,,105.6069,8.10586,11.53377,6,,,,8263,14949,,3303412,2.406975,34.5,51.06,1.49,4.16,59.71942,64.69667,812887,45.77287,5.128643,0.2250699,1527498,46.24,4.322526,1775914,812887,24.6075,53.76,35.15194,1.14E+10,1.80E+10,5433.726,,1.75E+10,76.3401,0.5369571,87.46559,,,,1253186,58.5,50.1,17.5,10.4,4.1,9.1,73.3,14.1,7.5,8.072654,13.5,88,89,0.8826,76.38158,,,,,,75,,2.917,,,0.1,,,,,,,11,,,9,15.8,84,,2,,0,CRI,YR1993
Costa Rica,1994,,Latin America,16.680000,6.113333,56467.0000,82.056213,3.384498,2.424972,66.28472,4.409238,46.54667,1.23E+10,1.92E+04,5667.4692,1304447,48.8,13.2,88,87,144,5,6.075,86.86667,76.59544,0.8454,98,93.8,,,0,,Central America,Costa Rica1994,,,,,,,27.1,,19.4,,3384498,1.92E+10,,,56467,82.05621,78.11259,,66.50147,,,88.21844,88.19633,43.07792,65.33333,,6,,101.58,8.72451,10.50077,6,,,,8845,15806,,3384498,2.424972,,,,,60.02962,66.28472,839716,45.29144,5.184962,0.1943963,1530470,45.22,4.304519,1854028,839716,24.81065,54.78,34.78542,1.23E+10,1.92E+10,5667.469,,1.89E+10,86.44961,0.5504006,96.77992,,,,1304447,59.1,48.8,17.3,10.5,4.2,8.1,70.9,16,8.9,7.977303,13.2,88,87,0.8454,76.59544,,,,,,,,2.835,,,0.1,,,,,,,15,,,9,15.6,63,,1.9,,0,CRI,YR1994
Costa Rica,1995,,Latin America,16.170000,5.886667,51926.0000,80.876152,3.468918,2.463714,67.93807,4.523901,46.81334,1.29E+10,2.04E+04,5880.0381,1364002,50.5,13,85,91,146,5,6,82.8,76.80881,0.854,98,94,,,0,,Central America,Costa Rica1995,,,,,,,28.5,,19.2,,3468918,2.04E+10,,,51926,80.87615,83.01763,,67.43689,,,89.38778,89.32831,42.93398,68.61123,,6,5,100.8723,9.34922,12.24905,6,12,30.60893,19.23877,9327,16565,,3468918,2.463714,,,,,60.4076,67.93807,867430,44.81322,5.236244,0.1822458,1533262,44.2,4.308584,1935656,867430,25.00578,55.8,34.35616,1.29E+10,2.04E+10,5880.038,,2.00E+10,103.2333,0.5746995,115.969,,,,1364002,59.9,50.5,13.3,15.1,5.2,7.6,70.1,16.7,9.3,11.09011,13,85,91,0.854,76.80881,6,,,,,,,2.758,,94,0.1,,,,,,,20,,,9,15.2,85,,,,0,CRI,YR1995
Costa Rica,1996,,Latin America,15.660000,5.660000,41790.0000,82.228302,3.557095,2.510147,69.665,4.638563,47.08,1.38E+10,2.09E+04,5887.5557,1364378,65,12.6,85,84,148,5,6.2,78.73333,77.02166,0.864,98,94.2,,,0,,Central America,Costa Rica1996,,,15.66,5.66,7.08,2.26,26.8,,19.1,,3557095,2.09E+10,,47.08,41790,82.2283,82.48932,,64.64182,,,91.59789,91.53315,42.21424,71.33206,,6,,102.717,11.40333,12.32302,6,,,,10157,17554,,3557095,2.510147,35.21,51.78,1.45,4.04,60.85058,69.665,896099,44.63479,5.28136,1.051598,1549471,43.56,3.650573,2007624,896099,25.19188,56.44,33.86806,1.38E+10,2.09E+10,5887.556,,2.06E+10,117.4619,0.5655091,132.4085,,,,1364378,58,65,16.4,14.4,6.2,11.7,71.7,16.2,9.5,11.83533,12.6,85,84,0.864,77.02166,,,,,,,,2.686,,,0.1,,,,,,,23,,9,9,14.8,76,,4.5,,0,CRI,YR1996
Costa Rica,1997,,Latin America,12.260000,3.870000,45514.3300,81.973094,3.648263,2.530696,71.45051,4.753225,45.88,1.48E+10,2.25E+04,6177.4761,1474083,64.5,12.2,94,99,150,5,6.4,74.66666,77.22952,0.872,98,94.4,,,0,,Central America,Costa Rica1997,,,12.26,3.87,4.52,1.23,26.4,,18.3,,3648263,2.25E+10,,45.88,,,,,,,,,,,84.08008,,6,,,,,6,,,,10483,18358,,3648263,2.530696,34.58,50.96,1.67,4.45,61.35138,71.45051,928323,44.57887,5.323658,1.050558,1565835,42.92,3.658263,2082429,928323,25.44562,57.08,33.32496,1.48E+10,2.25E+10,6177.476,,2.21E+10,132.405,0.5692392,146.5033,,,,1474083,60.6,64.5,16.1,15.1,5.7,14,69.9,16,10,11.60658,12.2,94,99,0.872,77.22952,,,,150,,,,2.616,86.9,,0.1,,,,,,,26,,,8,14.4,74,5,,,0,CRI,YR1997
Costa Rica,1998,,Latin America,11.080000,3.390000,49238.6700,81.717885,3.740578,2.498898,73.25848,4.867888,48.13,1.56E+10,2.48E+04,6617.106,1554957,48.2,11.9,85,83,150,5,6.6,70.6,77.43037,0.901,98,94.6,,,0,,Central America,Costa Rica1998,,,11.08,3.39,3.96,0.96,29.3,,22.4,,3740578,2.48E+10,4.867888,48.13,,,,,79.49969,,,,,,80.48127,,6,5,101.867,,,6,12,27.52934,18.95822,,19235,,3740578,2.498898,36.57,53,1.56,4.13,61.89831,73.25848,961752,44.54491,5.367006,0.9965224,1581516,42.28,3.613892,2159062,961752,25.71132,57.72,32.73468,1.56E+10,2.48E+10,6617.106,,2.39E+10,146.4673,0.5694907,161.0939,,,,1554957,61.8,48.2,30.2,17,5.6,11.7,70.7,16.2,9.8,11.69139,11.9,85,83,0.901,77.43037,,70.6,98,,,,,2.548,84.803,,0.1,,,,,,,26,,,8,14,74,,,,0,CRI,YR1998
Costa Rica,1999,,Latin America,11.285000,3.585000,52963.0000,81.462677,3.831504,2.401727,75.03925,4.867880,47.365,1.68E+10,2.72E+04,7093.6958,1586859,63.2,11.5,86,88,150,5,6.8,69.6,77.62273,1.719,98.2,94.8,,,0,,Central America,Costa Rica1999,,,,,,,34.6,,31.2,,3831504,2.72E+10,4.86788,,52963,81.46268,91.49868,88.59707,83.94904,,,89.61838,89.51939,,47.47141,,6,5,106.2331,8.90199,8.96082,6,12,26.82207,19.5273,13038,21233,87.17562,3831504,2.401727,,,,,62.47863,75.03925,996385,44.55974,5.416594,0.8764353,1595438,41.64,3.504426,2236066,996385,26.00506,58.36,32.10478,1.68E+10,2.72E+10,7093.696,,2.40E+10,166.0354,0.5811937,173.4814,15.51758,21.43282,,1586859,61,63.2,15.5,16.5,6,11.8,75,12.7,8.2,12.72127,11.5,86,88,1.719,77.62273,,69.6,98.2,,,80,,2.481,82.706,,0.1,,,,,,,25,81,,8,13.5,87,,,,0,CRI,YR1999
Costa Rica,2000,,Latin America,11.490000,3.780000,,86.92865,3.91918,2.262503,76.75636,4.393950,46.6,1.77E+10,2.83E+04,7212.6367,1601401,64.5,11,88,82,150,5,7,69.6,77.80407,1.32,98.1,95,,,0,,Central America,Costa Rica2000,,,11.49,3.78,4.41,1.36,38.2,,31.6,,3919180,2.83E+10,4.39395,46.6,,86.92865,93.68926,90.48474,82.35719,94.86819,97.61469,,,,46.93247,,6,5,106.1314,8.05944,8.01689,6,12,24.94075,18.84161,13568,22111,,3919180,2.262503,34.99,51.48,1.56,4.23,63.08195,76.75636,1032316,44.64424,5.47612,0.7135856,1606864,41,3.353175,2312316,1032316,26.3401,59,31.44193,1.77E+10,2.83E+10,7212.637,,2.61E+10,173.8574,0.564124,186.2616,14.57234,18.92132,,1601401,59.6,64.5,15,15.8,5.2,13.4,76.1,13.8,7.1,10.97596,11,88,82,1.32,77.80407,7,69.6,,,,,,2.414,80.609,95,0.1,,,0.93,1.29,,,23,57,,8,12.9,65,,,,0,CRI,YR2000
Costa Rica,2001,,Latin America,10.040000,3.070000,,90.54628,4.002946,2.114814,78.3969,4.706120,49.96,1.83E+10,2.92E+04,7299.5386,1718713,60.6,10.5,91,82,150,5,7,75.125,77.97493,,98,95.2,,,0,,Central America,Costa Rica2001,,,10.04,3.07,3.53,0.91,34.1,,27.1,,4002946,2.92E+10,4.70612,49.96,,90.54628,91.59649,88.42238,87.31267,,,,,,59.33257,,6,5,103.766,8.21181,8.26983,6,12,24.31442,19.57279,14323,22715,89.54435,4002946,2.114814,38.54,54.64,1.46,3.9,63.70514,78.3969,1069438,44.87114,5.546818,0.7889907,1619592,40.46,3.025905,2383354,1069438,26.71627,59.54,30.74804,1.83E+10,2.92E+10,7299.539,21.14152,2.80E+10,184.6241,0.5613893,201.479,14.63479,20.69485,,1718713,62,60.6,15.7,14.9,6.1,10.9,71.6,15.2,10,13.43992,10.5,91,82,,77.97493,,,98,,,,,2.345,78.512,,0.2,,,,,,,21,64,,7,12.3,76,5,,,0,CRI,YR2001
